Time_Index,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3
191,25.68,25.68,25.68
192,25.68,25.68,25.68
193,25.68,25.68,25.68
194,25.68,25.68,25.68
195,25.68,25.68,25.68
196,25.68,25.68,25.68
197,25.68,25.68,25.68
198,25.68,25.68,25.68
199,25.68,25.68,25.68
200,25.68,25.68,25.68
201,25.68,25.68,25.68
202,25.68,25.68,25.68
203,25.68,25.68,25.68
204,25.68,25.68,25.68
205,25.68,25.68,25.68
206,25.68,25.68,25.68
207,25.68,25.68,25.68
208,25.68,25.68,25.68
209,25.68,25.68,25.68
210,25.68,25.68,25.68
211,25.68,25.68,25.68
212,25.68,25.68,25.68
213,25.68,25.68,25.68
214,25.68,25.68,25.68
215,25.68,25.68,25.68
216,25.68,25.68,25.68
217,25.68,25.68,25.68
218,25.68,25.68,25.68
219,25.68,25.68,25.68
220,25.68,25.68,25.68
221,25.68,25.68,25.68
222,25.68,25.68,25.68
223,25.68,25.68,25.68
224,25.68,25.68,25.68
225,25.68,25.68,25.68
226,25.68,25.68,25.68
227,25.68,25.68,25.68
228,25.68,25.68,25.68
229,25.68,25.68,25.68
230,25.68,25.68,25.68
231,25.68,25.68,25.68
232,25.68,25.68,25.68
233,25.68,25.68,25.68
234,25.68,25.68,25.68
235,25.68,25.68,25.68
236,25.68,25.68,25.68
237,25.68,25.68,25.68
238,25.68,25.68,25.68
239,25.68,25.68,25.68
240,25.68,25.68,25.68
241,25.68,25.68,25.68
242,25.68,25.68,25.68
243,25.68,25.68,25.68
244,25.68,25.68,25.68
245,25.68,25.68,25.68
246,25.68,25.68,25.68
247,25.68,25.68,25.68
248,25.68,25.68,25.68
249,25.68,25.68,25.68
250,25.68,25.68,25.68
251,25.68,25.68,25.68
252,25.68,25.68,25.68
253,25.68,25.68,25.68
254,25.68,25.68,25.68
255,25.68,25.68,25.68
256,25.68,25.68,25.68
257,25.68,25.68,25.68
258,25.68,25.68,25.68
259,25.68,25.68,25.68
260,25.68,25.68,25.68
261,25.68,25.68,25.68
262,25.68,25.68,25.68
263,25.68,25.68,25.68
264,25.68,25.68,25.68
265,25.68,25.68,25.68
266,25.68,25.68,25.68
267,25.68,25.68,25.68
268,25.68,25.68,25.68
269,25.68,25.68,25.68
270,25.68,25.68,25.68
271,25.68,25.68,25.68
272,25.68,25.68,25.68
273,25.68,25.68,25.68
274,25.68,25.68,25.68
275,25.68,25.68,25.68
276,25.68,25.68,25.68
277,25.68,25.68,25.68
278,25.68,25.68,25.68
279,25.68,25.68,25.68
280,25.68,25.68,25.68
281,25.68,25.68,25.68
282,25.68,25.68,25.68
283,25.68,25.68,25.68
284,25.68,25.68,25.68
285,25.68,25.68,25.68
286,25.68,25.68,25.68
287,25.68,25.68,25.68
288,25.68,25.68,25.68
289,25.68,25.68,25.68
290,25.68,25.68,25.68
291,25.68,25.68,25.68
292,25.68,25.68,25.68
293,25.68,25.68,25.68
294,25.68,25.68,25.68
295,25.68,25.68,25.68
296,25.68,25.68,25.68
297,25.68,25.68,25.68
298,25.68,25.68,25.68
299,25.68,25.68,25.68
300,25.68,25.68,25.68
301,25.68,25.68,25.68
302,25.68,25.68,25.68
303,25.68,25.68,25.68
304,25.68,25.68,25.68
305,25.68,25.68,25.68
306,25.68,25.68,25.68
307,25.68,25.68,25.68
308,25.68,25.68,25.68
309,25.68,25.68,25.68
310,25.68,25.68,25.68
311,25.68,25.68,25.68
312,25.68,25.68,25.68
313,25.68,25.68,25.68
314,25.68,25.68,25.68
315,25.68,25.68,25.68
316,25.68,25.68,25.68
317,25.68,25.68,25.68
318,25.68,25.68,25.68
319,25.68,25.68,25.68
320,25.68,25.68,25.68
321,25.68,25.68,25.68
322,25.68,25.68,25.68
323,25.68,25.68,25.68
324,25.68,25.68,25.68
325,25.68,25.68,25.68
326,25.68,25.68,25.68
327,25.68,25.68,25.68
328,25.68,25.68,25.68
329,25.68,25.68,25.68
330,25.68,25.68,25.68
331,25.68,25.68,25.68
332,25.68,25.68,25.68
333,25.68,25.68,25.68
334,25.68,25.68,25.68
335,25.68,25.68,25.68
336,25.68,25.68,25.68
337,25.68,25.68,25.68
338,25.68,25.68,25.68
339,25.68,25.68,25.68
340,25.68,25.68,25.68
341,25.68,25.68,25.68
342,25.68,25.68,25.68
343,25.68,25.68,25.68
344,25.68,25.68,25.68
345,25.68,25.68,25.68
346,25.68,25.68,25.68
347,25.68,25.68,25.68
348,25.68,25.68,25.68
349,25.68,25.68,25.68
350,25.68,25.68,25.68
351,25.68,25.68,25.68
352,25.68,25.68,25.68
353,25.68,25.68,25.68
354,25.68,25.68,25.68
355,25.68,25.68,25.68
356,25.68,25.68,25.68
357,25.68,25.68,25.68
358,25.68,25.68,25.68
359,25.68,25.68,25.68
360,25.68,25.68,25.68
361,25.68,25.68,25.68
362,25.68,25.68,25.68
363,25.68,25.68,25.68
364,25.68,25.68,25.68
365,25.68,25.68,25.68
366,25.68,25.68,25.68
367,25.68,25.68,25.68
368,25.68,25.68,25.68
369,25.68,25.68,25.68
370,25.68,25.68,25.68
371,25.68,25.68,25.68
372,25.68,25.68,25.68
373,25.68,25.68,25.68
374,25.68,25.68,25.68
375,25.68,25.68,25.68
376,25.68,25.68,25.68
377,25.68,25.68,25.68
378,25.68,25.68,25.68
379,25.68,25.68,25.68
380,25.68,25.68,25.68
381,25.68,25.68,25.68
382,25.68,25.68,25.68
383,25.68,25.68,25.68
384,25.68,25.68,25.68
385,25.68,25.68,25.68
386,25.68,25.68,25.68
387,25.68,25.68,25.68
388,25.68,25.68,25.68
389,25.68,25.68,25.68
390,25.68,25.68,25.68
391,25.68,25.68,25.68
392,25.68,25.68,25.68
393,25.68,25.68,25.68
394,25.68,25.68,25.68
395,25.68,25.68,25.68
396,25.68,25.68,25.68
397,25.68,25.68,25.68
398,25.68,25.68,25.68
399,25.68,25.68,25.68
400,25.68,25.68,25.68
401,25.68,25.68,25.68
402,25.68,25.68,25.68
403,25.68,25.68,25.68
404,25.68,25.68,25.68
405,25.68,25.68,25.68
406,25.68,25.68,25.68
407,25.68,25.68,25.68
408,25.68,25.68,25.68
409,25.68,25.68,25.68
410,25.68,25.68,25.68
411,25.68,25.68,25.68
412,25.68,25.68,25.68
413,25.68,25.68,25.68
414,25.68,25.68,25.68
415,25.68,25.68,25.68
416,25.68,25.68,25.68
417,25.68,25.68,25.68
418,25.68,25.68,25.68
419,25.68,25.68,25.68
420,25.68,25.68,25.68
421,25.68,25.68,25.68
422,25.68,25.68,25.68
423,25.68,25.68,25.68
424,25.68,25.68,25.68
425,25.68,25.68,25.68
426,25.68,25.68,25.68
427,25.68,25.68,25.68
428,25.68,25.68,25.68
429,25.68,25.68,25.68
430,25.68,25.68,25.68
431,25.68,25.68,25.68
432,25.68,25.68,25.68
433,25.68,25.68,25.68
434,25.68,25.68,25.68
435,25.68,25.68,25.68
436,25.68,25.68,25.68
437,25.68,25.68,25.68
438,25.68,25.68,25.68
439,25.68,25.68,25.68
440,25.68,25.68,25.68
441,25.68,25.68,25.68
442,25.68,25.68,25.68
443,25.68,25.68,25.68
444,25.68,25.68,25.68
445,25.68,25.68,25.68
446,25.68,25.68,25.68
447,25.68,25.68,25.68
448,25.68,25.68,25.68
449,25.68,25.68,25.68
450,25.68,25.68,25.68
451,25.68,25.68,25.68
452,25.68,25.68,25.68
453,25.68,25.68,25.68
454,25.68,25.68,25.68
455,25.68,25.68,25.68
456,25.68,25.68,25.68
457,25.68,25.68,25.68
458,25.68,25.68,25.68
459,25.68,25.68,25.68
460,25.68,25.68,25.68
461,25.68,25.68,25.68
462,25.68,25.68,25.68
463,25.68,25.68,25.68
464,25.68,25.68,25.68
465,25.68,25.68,25.68
466,25.68,25.68,25.68
467,25.68,25.68,25.68
468,25.68,25.68,25.68
469,25.68,25.68,25.68
470,25.68,25.68,25.68
471,25.68,25.68,25.68
472,25.68,25.68,25.68
473,25.68,25.68,25.68
474,25.68,25.68,25.68
475,25.68,25.68,25.68
476,25.68,25.68,25.68
477,25.68,25.68,25.68
478,25.68,25.68,25.68
479,25.68,25.68,25.68
480,25.68,25.68,25.68
481,25.68,25.68,25.68
482,25.68,25.68,25.68
483,25.68,25.68,25.68
484,25.68,25.68,25.68
485,25.68,25.68,25.68
486,25.68,25.68,25.68
487,25.68,25.68,25.68
488,25.68,25.68,25.68
489,25.68,25.68,25.68
490,25.68,25.68,25.68
491,25.68,25.68,25.68
492,25.68,25.68,25.68
493,25.68,25.68,25.68
494,25.68,25.68,25.68
495,25.68,25.68,25.68
496,25.68,25.68,25.68
497,25.68,25.68,25.68
498,25.68,25.68,25.68
499,25.68,25.68,25.68
500,25.68,25.68,25.68
501,25.68,25.68,25.68
502,25.68,25.68,25.68
503,25.68,25.68,25.68
504,25.68,25.68,25.68
505,25.68,25.68,25.68
506,25.68,25.68,25.68
507,25.68,25.68,25.68
508,25.68,25.68,25.68
509,25.68,25.68,25.68
510,25.68,25.68,25.68
511,25.68,25.68,25.68
512,25.68,25.68,25.68
513,25.68,25.68,25.68
514,25.68,25.68,25.68
515,25.68,25.68,25.68
516,25.68,25.68,25.68
517,25.68,25.68,25.68
518,25.68,25.68,25.68
519,25.68,25.68,25.68
520,25.68,25.68,25.68
521,25.68,25.68,25.68
522,25.68,25.68,25.68
523,25.68,25.68,25.68
524,25.68,25.68,25.68
525,25.68,25.68,25.68
526,25.68,25.68,25.68
527,25.68,25.68,25.68
528,25.68,25.68,25.68
529,25.68,25.68,25.68
530,25.68,25.68,25.68
531,25.68,25.68,25.68
532,25.68,25.68,25.68
533,25.68,25.68,25.68
534,25.68,25.68,25.68
535,25.68,25.68,25.68
536,25.68,25.68,25.68
537,25.68,25.68,25.68
538,25.68,25.68,25.68
539,25.68,25.68,25.68
540,25.68,25.68,25.68
541,25.68,25.68,25.68
542,25.68,25.68,25.68
543,25.68,25.68,25.68
544,25.68,25.68,25.68
545,25.68,25.68,25.68
546,25.68,25.68,25.68
547,25.68,25.68,25.68
548,25.68,25.68,25.68
549,25.68,25.68,25.68
550,25.68,25.68,25.68
551,25.68,25.68,25.68
552,25.68,25.68,25.68
553,25.68,25.68,25.68
554,25.68,25.68,25.68
555,25.68,25.68,25.68
556,25.68,25.68,25.68
557,25.68,25.68,25.68
558,25.68,25.68,25.68
559,25.68,25.68,25.68
560,25.68,25.68,25.68
561,25.68,25.68,25.68
562,25.68,25.68,25.68
563,25.68,25.68,25.68
564,25.68,25.68,25.68
565,25.68,25.68,25.68
566,25.68,25.68,25.68
567,25.68,25.68,25.68
568,25.68,25.68,25.68
569,25.68,25.68,25.68
570,25.68,25.68,25.68
571,25.68,25.68,25.68
572,25.68,25.68,25.68
573,25.68,25.68,25.68
574,25.68,25.68,25.68
575,25.68,25.68,25.68
576,25.68,25.68,25.68
577,25.68,25.68,25.68
578,25.68,25.68,25.68
579,25.68,25.68,25.68
580,25.68,25.68,25.68
581,25.68,25.68,25.68
582,25.68,25.68,25.68
583,25.68,25.68,25.68
584,25.68,25.68,25.68
585,25.68,25.68,25.68
586,25.68,25.68,25.68
587,25.68,25.68,25.68
588,25.68,25.68,25.68
589,25.68,25.68,25.68
590,25.68,25.68,25.68
591,25.68,25.68,25.68
592,25.68,25.68,25.68
593,25.68,25.68,25.68
594,25.68,25.68,25.68
595,25.68,25.68,25.68
596,25.68,25.68,25.68
597,25.68,25.68,25.68
598,25.68,25.68,25.68
599,25.68,25.68,25.68
600,25.68,25.68,25.68
601,25.68,25.68,25.68
602,25.68,25.68,25.68
603,25.68,25.68,25.68
604,25.68,25.68,25.68
605,25.68,25.68,25.68
606,25.68,25.68,25.68
607,25.68,25.68,25.68
608,25.68,25.68,25.68
609,25.68,25.68,25.68
610,25.68,25.68,25.68
611,25.68,25.68,25.68
612,25.68,25.68,25.68
613,25.68,25.68,25.68
614,25.68,25.68,25.68
615,25.68,25.68,25.68
616,25.68,25.68,25.68
617,25.68,25.68,25.68
618,25.68,25.68,25.68
619,25.68,25.68,25.68
620,25.68,25.68,25.68
621,25.68,25.68,25.68
622,25.68,25.68,25.68
623,25.68,25.68,25.68
624,25.68,25.68,25.68
625,25.68,25.68,25.68
626,25.68,25.68,25.68
627,25.68,25.68,25.68
628,25.68,25.68,25.68
629,25.68,25.68,25.68
630,25.68,25.68,25.68
631,25.68,25.68,25.68
632,25.68,25.68,25.68
633,25.68,25.68,25.68
634,25.68,25.68,25.68
635,25.68,25.68,25.68
636,25.68,25.68,25.68
637,25.68,25.68,25.68
638,25.68,25.68,25.68
639,25.68,25.68,25.68
640,25.68,25.68,25.68
641,25.68,25.68,25.68
642,25.68,25.68,25.68
643,25.68,25.68,25.68
644,25.68,25.68,25.68
645,25.68,25.68,25.68
646,25.68,25.68,25.68
647,25.68,25.68,25.68
648,25.68,25.68,25.68
649,25.68,25.68,25.68
650,25.68,25.68,25.68
651,25.68,25.68,25.68
652,25.68,25.68,25.68
653,25.68,25.68,25.68
654,25.68,25.68,25.68
655,25.68,25.68,25.68
656,25.68,25.68,25.68
657,25.68,25.68,25.68
658,25.68,25.68,25.68
659,25.68,25.68,25.68
660,25.68,25.68,25.68
661,25.68,25.68,25.68
662,25.68,25.68,25.68
663,25.68,25.68,25.68
664,25.68,25.68,25.68
665,25.68,25.68,25.68
666,25.68,25.68,25.68
667,25.68,25.68,25.68
668,25.68,25.68,25.68
669,25.68,25.68,25.68
670,25.68,25.68,25.68
671,25.68,25.68,25.68
672,25.68,25.68,25.68
673,25.68,25.68,25.68
674,25.68,25.68,25.68
675,25.68,25.68,25.68
676,25.68,25.68,25.68
677,25.68,25.68,25.68
678,25.68,25.68,25.68
679,25.68,25.68,25.68
680,25.68,25.68,25.68
681,25.68,25.68,25.68
682,25.68,25.68,25.68
683,25.68,25.68,25.68
684,25.68,25.68,25.68
685,25.68,25.68,25.68
686,25.68,25.68,25.68
687,25.68,25.68,25.68
688,25.68,25.68,25.68
689,25.68,25.68,25.68
690,25.68,25.68,25.68
691,25.68,25.68,25.68
692,25.68,25.68,25.68
693,25.68,25.68,25.68
694,25.68,25.68,25.68
695,25.68,25.68,25.68
696,25.68,25.68,25.68
697,25.68,25.68,25.68
698,25.68,25.68,25.68
699,25.68,25.68,25.68
700,25.68,25.68,25.68
701,25.68,25.68,25.68
702,25.68,25.68,25.68
703,25.68,25.68,25.68
704,25.68,25.68,25.68
705,25.68,25.68,25.68
706,25.68,25.68,25.68
707,25.68,25.68,25.68
708,25.68,25.68,25.68
709,25.68,25.68,25.68
710,25.68,25.68,25.68
711,25.68,25.68,25.68
712,25.68,25.68,25.68
713,25.68,25.68,25.68
714,25.68,25.68,25.68
715,25.68,25.68,25.68
716,25.68,25.68,25.68
717,25.68,25.68,25.68
718,25.68,25.68,25.68
719,25.68,25.68,25.68
720,25.68,25.68,25.68
721,25.68,25.68,25.68
722,25.68,25.68,25.68
723,25.68,25.68,25.68
724,25.68,25.68,25.68
725,25.68,25.68,25.68
726,25.68,25.68,25.68
727,25.68,25.68,25.68
728,25.68,25.68,25.68
729,25.68,25.68,25.68
730,25.68,25.68,25.68
731,25.68,25.68,25.68
732,25.68,25.68,25.68
733,25.68,25.68,25.68
734,25.68,25.68,25.68
735,25.68,25.68,25.68
736,25.68,25.68,25.68
737,25.68,25.68,25.68
738,25.68,25.68,25.68
739,25.68,25.68,25.68
740,25.68,25.68,25.68
741,25.68,25.68,25.68
742,25.68,25.68,25.68
743,25.68,25.68,25.68
744,25.68,25.68,25.68
745,25.68,25.68,25.68
746,25.68,25.68,25.68
747,25.68,25.68,25.68
748,25.68,25.68,25.68
749,25.68,25.68,25.68
750,25.68,25.68,25.68
751,25.68,25.68,25.68
752,25.68,25.68,25.68
753,25.68,25.68,25.68
754,25.68,25.68,25.68
755,25.68,25.68,25.68
756,25.68,25.68,25.68
757,25.68,25.68,25.68
758,25.68,25.68,25.68
759,25.68,25.68,25.68
760,25.68,25.68,25.68
761,25.68,25.68,25.68
762,25.68,25.68,25.68
763,25.68,25.68,25.68
764,25.68,25.68,25.68
765,25.68,25.68,25.68
766,25.68,25.68,25.68
767,25.68,25.68,25.68
768,25.68,25.68,25.68
769,25.68,25.68,25.68
770,25.68,25.68,25.68
771,25.68,25.68,25.68
772,25.68,25.68,25.68
773,25.68,25.68,25.68
774,25.68,25.68,25.68
775,25.68,25.68,25.68
776,25.68,25.68,25.68
777,25.68,25.68,25.68
778,25.68,25.68,25.68
779,25.68,25.68,25.68
780,25.68,25.68,25.68
781,25.68,25.68,25.68
782,25.68,25.68,25.68
783,25.68,25.68,25.68
784,25.68,25.68,25.68
785,25.68,25.68,25.68
786,25.68,25.68,25.68
787,25.68,25.68,25.68
788,25.68,25.68,25.68
789,25.68,25.68,25.68
790,25.68,25.68,25.68
791,25.68,25.68,25.68
792,25.68,25.68,25.68
793,25.68,25.68,25.68
794,25.68,25.68,25.68
795,25.68,25.68,25.68
796,25.68,25.68,25.68
797,25.68,25.68,25.68
798,25.68,25.68,25.68
799,25.68,25.68,25.68
800,25.68,25.68,25.68
801,25.68,25.68,25.68
802,25.68,25.68,25.68
803,25.68,25.68,25.68
804,25.68,25.68,25.68
805,25.68,25.68,25.68
806,25.68,25.68,25.68
807,25.68,25.68,25.68
808,25.68,25.68,25.68
809,25.68,25.68,25.68
810,25.68,25.68,25.68
811,25.68,25.68,25.68
812,25.68,25.68,25.68
813,25.68,25.68,25.68
814,25.68,25.68,25.68
815,25.68,25.68,25.68
816,25.68,25.68,25.68
817,25.68,25.68,25.68
818,25.68,25.68,25.68
819,25.68,25.68,25.68
820,25.68,25.68,25.68
821,25.68,25.68,25.68
822,25.68,25.68,25.68
823,25.68,25.68,25.68
824,25.68,25.68,25.68
825,25.68,25.68,25.68
826,25.68,25.68,25.68
827,25.68,25.68,25.68
828,25.68,25.68,25.68
829,25.68,25.68,25.68
830,25.68,25.68,25.68
831,25.68,25.68,25.68
832,25.68,25.68,25.68
833,25.68,25.68,25.68
834,25.68,25.68,25.68
835,25.68,25.68,25.68
836,25.68,25.68,25.68
837,25.68,25.68,25.68
838,25.68,25.68,25.68
839,25.68,25.68,25.68
840,25.68,25.68,25.68
841,25.68,25.68,25.68
842,25.68,25.68,25.68
843,25.68,25.68,25.68
844,25.68,25.68,25.68
845,25.68,25.68,25.68
846,25.68,25.68,25.68
847,25.68,25.68,25.68
848,25.68,25.68,25.68
849,25.68,25.68,25.68
850,25.68,25.68,25.68
851,25.68,25.68,25.68
852,25.68,25.68,25.68
853,25.68,25.68,25.68
854,25.68,25.68,25.68
855,25.68,25.68,25.68
856,25.68,25.68,25.68
857,25.68,25.68,25.68
858,25.68,25.68,25.68
859,25.68,25.68,25.68
860,25.68,25.68,25.68
861,25.68,25.68,25.68
862,25.68,25.68,25.68
863,25.68,25.68,25.68
864,25.68,25.68,25.68
865,25.68,25.68,25.68
866,25.68,25.68,25.68
867,25.68,25.68,25.68
868,25.68,25.68,25.68
869,25.68,25.68,25.68
870,25.68,25.68,25.68
871,25.68,25.68,25.68
872,25.68,25.68,25.68
873,25.68,25.68,25.68
874,25.68,25.68,25.68
875,25.68,25.68,25.68
876,25.68,25.68,25.68
877,25.68,25.68,25.68
878,25.68,25.68,25.68
879,25.68,25.68,25.68
880,25.68,25.68,25.68
881,25.68,25.68,25.68
882,25.68,25.68,25.68
883,25.68,25.68,25.68
884,25.68,25.68,25.68
885,25.68,25.68,25.68
886,25.68,25.68,25.68
887,25.68,25.68,25.68
888,25.68,25.68,25.68
889,25.68,25.68,25.68
890,25.68,25.68,25.68
891,25.68,25.68,25.68
892,25.68,25.68,25.68
893,25.68,25.68,25.68
894,25.68,25.68,25.68
895,25.68,25.68,25.68
896,25.68,25.68,25.68
897,25.68,25.68,25.68
898,25.68,25.68,25.68
899,25.68,25.68,25.68
900,25.68,25.68,25.68
901,25.68,25.68,25.68
902,25.68,25.68,25.68
903,25.68,25.68,25.68
904,25.68,25.68,25.68
905,25.68,25.68,25.68
906,25.68,25.68,25.68
907,25.68,25.68,25.68
908,25.68,25.68,25.68
909,25.68,25.68,25.68
910,25.68,25.68,25.68
911,25.68,25.68,25.68
912,25.68,25.68,25.68
913,25.68,25.68,25.68
914,25.68,25.68,25.68
915,25.68,25.68,25.68
916,25.68,25.68,25.68
917,25.68,25.68,25.68
918,25.68,25.68,25.68
919,25.68,25.68,25.68
920,25.68,25.68,25.68
921,25.68,25.68,25.68
922,25.68,25.68,25.68
923,25.68,25.68,25.68
924,25.68,25.68,25.68
925,25.68,25.68,25.68
926,25.68,25.68,25.68
927,25.68,25.68,25.68
928,25.68,25.68,25.68
929,25.68,25.68,25.68
930,25.68,25.68,25.68
931,25.68,25.68,25.68
932,25.68,25.68,25.68
933,25.68,25.68,25.68
934,25.68,25.68,25.68
935,25.68,25.68,25.68
936,25.68,25.68,25.68
937,25.68,25.68,25.68
938,25.68,25.68,25.68
939,25.68,25.68,25.68
940,25.68,25.68,25.68
941,25.68,25.68,25.68
942,25.68,25.68,25.68
943,25.68,25.68,25.68
944,25.68,25.68,25.68
945,25.68,25.68,25.68
946,25.68,25.68,25.68
947,25.68,25.68,25.68
948,25.68,25.68,25.68
949,25.68,25.68,25.68
950,25.68,25.68,25.68
951,25.68,25.68,25.68
952,25.68,25.68,25.68
953,25.68,25.68,25.68
954,25.68,25.68,25.68
955,25.68,25.68,25.68
956,25.68,25.68,25.68
957,25.68,25.68,25.68
958,25.68,25.68,25.68
959,25.68,25.68,25.68
960,25.68,25.68,25.68
961,25.68,25.68,25.68
962,25.68,25.68,25.68
963,25.68,25.68,25.68
964,25.68,25.68,25.68
965,25.68,25.68,25.68
966,25.68,25.68,25.68
967,25.68,25.68,25.68
968,25.68,25.68,25.68
969,25.68,25.68,25.68
970,25.68,25.68,25.68
971,25.68,25.68,25.68
972,25.68,25.68,25.68
973,25.68,25.68,25.68
974,25.68,25.68,25.68
975,25.68,25.68,25.68
976,25.68,25.68,25.68
977,25.68,25.68,25.68
978,25.68,25.68,25.68
979,25.68,25.68,25.68
980,25.68,25.68,25.68
981,25.68,25.68,25.68
982,25.68,25.68,25.68
983,25.68,25.68,25.68
984,25.68,25.68,25.68
985,25.68,25.68,25.68
986,25.68,25.68,25.68
987,25.68,25.68,25.68
988,25.68,25.68,25.68
989,25.68,25.68,25.68
990,25.68,25.68,25.68
991,25.68,25.68,25.68
992,25.68,25.68,25.68
993,25.68,25.68,25.68
