Time_Index,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3
175,19.96,19.96,19.96
176,19.96,19.96,19.96
177,19.96,19.96,19.96
178,19.96,19.96,19.96
179,19.96,19.96,19.96
180,19.96,19.96,19.96
181,19.96,19.96,19.96
182,19.96,19.96,19.96
183,19.96,19.96,19.96
184,19.96,19.96,19.96
185,19.96,19.96,19.96
186,19.96,19.96,19.96
187,19.96,19.96,19.96
188,19.96,19.96,19.96
189,19.96,19.96,19.96
190,19.96,19.96,19.96
191,19.96,19.96,19.96
192,19.96,19.96,19.96
193,19.96,19.96,19.96
194,19.96,19.96,19.96
195,19.96,19.96,19.96
196,19.96,19.96,19.96
197,19.96,19.96,19.96
198,19.96,19.96,19.96
199,19.96,19.96,19.96
200,19.96,19.96,19.96
201,19.96,19.96,19.96
202,19.96,19.96,19.96
203,19.96,19.96,19.96
204,19.96,19.96,19.96
205,19.96,19.96,19.96
206,19.96,19.96,19.96
207,19.96,19.96,19.96
208,19.96,19.96,19.96
209,19.96,19.96,19.96
210,19.96,19.96,19.96
211,19.96,19.96,19.96
212,19.96,19.96,19.96
213,19.96,19.96,19.96
214,19.96,19.96,19.96
215,19.96,19.96,19.96
216,19.96,19.96,19.96
217,19.96,19.96,19.96
218,19.96,19.96,19.96
219,19.96,19.96,19.96
220,19.96,19.96,19.96
221,19.96,19.96,19.96
222,19.96,19.96,19.96
223,19.96,19.96,19.96
224,19.96,19.96,19.96
225,19.96,19.96,19.96
226,19.96,19.96,19.96
227,19.96,19.96,19.96
228,19.96,19.96,19.96
229,19.96,19.96,19.96
230,19.96,19.96,19.96
231,19.96,19.96,19.96
232,19.96,19.96,19.96
233,19.96,19.96,19.96
234,19.96,19.96,19.96
235,19.96,19.96,19.96
236,19.96,19.96,19.96
237,19.96,19.96,19.96
238,19.96,19.96,19.96
239,19.96,19.96,19.96
240,19.96,19.96,19.96
241,19.96,19.96,19.96
242,19.96,19.96,19.96
243,19.96,19.96,19.96
244,19.96,19.96,19.96
245,19.96,19.96,19.96
246,19.96,19.96,19.96
247,19.96,19.96,19.96
248,19.96,19.96,19.96
249,19.96,19.96,19.96
250,19.96,19.96,19.96
251,19.96,19.96,19.96
252,19.96,19.96,19.96
253,19.96,19.96,19.96
254,19.96,19.96,19.96
255,19.96,19.96,19.96
256,19.96,19.96,19.96
257,19.96,19.96,19.96
258,19.96,19.96,19.96
259,19.96,19.96,19.96
260,19.96,19.96,19.96
261,19.96,19.96,19.96
262,19.96,19.96,19.96
263,19.96,19.96,19.96
264,19.96,19.96,19.96
265,19.96,19.96,19.96
266,19.96,19.96,19.96
267,19.96,19.96,19.96
268,19.96,19.96,19.96
269,19.96,19.96,19.96
270,19.96,19.96,19.96
271,19.96,19.96,19.96
272,19.96,19.96,19.96
273,19.96,19.96,19.96
274,19.96,19.96,19.96
275,19.96,19.96,19.96
276,19.96,19.96,19.96
277,19.96,19.96,19.96
278,19.96,19.96,19.96
279,19.96,19.96,19.96
280,19.96,19.96,19.96
281,19.96,19.96,19.96
282,19.96,19.96,19.96
283,19.96,19.96,19.96
284,19.96,19.96,19.96
285,19.96,19.96,19.96
286,19.96,19.96,19.96
287,19.96,19.96,19.96
288,19.96,19.96,19.96
289,19.96,19.96,19.96
290,19.96,19.96,19.96
291,19.96,19.96,19.96
292,19.96,19.96,19.96
293,19.96,19.96,19.96
294,19.96,19.96,19.96
295,19.96,19.96,19.96
296,19.96,19.96,19.96
297,19.96,19.96,19.96
298,19.96,19.96,19.96
299,19.96,19.96,19.96
300,19.96,19.96,19.96
301,19.96,19.96,19.96
302,19.96,19.96,19.96
303,19.96,19.96,19.96
304,19.96,19.96,19.96
305,19.96,19.96,19.96
306,19.96,19.96,19.96
307,19.96,19.96,19.96
308,19.96,19.96,19.96
309,19.96,19.96,19.96
310,19.96,19.96,19.96
311,19.96,19.96,19.96
312,19.96,19.96,19.96
313,19.96,19.96,19.96
314,19.96,19.96,19.96
315,19.96,19.96,19.96
316,19.96,19.96,19.96
317,19.96,19.96,19.96
318,19.96,19.96,19.96
319,19.96,19.96,19.96
320,19.96,19.96,19.96
321,19.96,19.96,19.96
322,19.96,19.96,19.96
323,19.96,19.96,19.96
324,19.96,19.96,19.96
325,19.96,19.96,19.96
326,19.96,19.96,19.96
327,19.96,19.96,19.96
328,19.96,19.96,19.96
329,19.96,19.96,19.96
330,19.96,19.96,19.96
331,19.96,19.96,19.96
332,19.96,19.96,19.96
333,19.96,19.96,19.96
334,19.96,19.96,19.96
335,19.96,19.96,19.96
336,19.96,19.96,19.96
337,19.96,19.96,19.96
338,19.96,19.96,19.96
339,19.96,19.96,19.96
340,19.96,19.96,19.96
341,19.96,19.96,19.96
342,19.96,19.96,19.96
343,19.96,19.96,19.96
344,19.96,19.96,19.96
345,19.96,19.96,19.96
346,19.96,19.96,19.96
347,19.96,19.96,19.96
348,19.96,19.96,19.96
349,19.96,19.96,19.96
350,19.96,19.96,19.96
351,19.96,19.96,19.96
352,19.96,19.96,19.96
353,19.96,19.96,19.96
354,19.96,19.96,19.96
355,19.96,19.96,19.96
356,19.96,19.96,19.96
357,19.96,19.96,19.96
358,19.96,19.96,19.96
359,19.96,19.96,19.96
360,19.96,19.96,19.96
361,19.96,19.96,19.96
362,19.96,19.96,19.96
363,19.96,19.96,19.96
364,19.96,19.96,19.96
365,19.96,19.96,19.96
366,19.96,19.96,19.96
367,19.96,19.96,19.96
368,19.96,19.96,19.96
369,19.96,19.96,19.96
370,19.96,19.96,19.96
371,19.96,19.96,19.96
372,19.96,19.96,19.96
373,19.96,19.96,19.96
374,19.96,19.96,19.96
375,19.96,19.96,19.96
376,19.96,19.96,19.96
377,19.96,19.96,19.96
378,19.96,19.96,19.96
379,19.96,19.96,19.96
380,19.96,19.96,19.96
381,19.96,19.96,19.96
382,19.96,19.96,19.96
383,19.96,19.96,19.96
384,19.96,19.96,19.96
385,19.96,19.96,19.96
386,19.96,19.96,19.96
387,19.96,19.96,19.96
388,19.96,19.96,19.96
389,19.96,19.96,19.96
390,19.96,19.96,19.96
391,19.96,19.96,19.96
392,19.96,19.96,19.96
393,19.96,19.96,19.96
394,19.96,19.96,19.96
395,19.96,19.96,19.96
396,19.96,19.96,19.96
397,19.96,19.96,19.96
398,19.96,19.96,19.96
399,19.96,19.96,19.96
400,19.96,19.96,19.96
401,19.96,19.96,19.96
402,19.96,19.96,19.96
403,19.96,19.96,19.96
404,19.96,19.96,19.96
405,19.96,19.96,19.96
406,19.96,19.96,19.96
407,19.96,19.96,19.96
408,19.96,19.96,19.96
409,19.96,19.96,19.96
410,19.96,19.96,19.96
411,19.96,19.96,19.96
412,19.96,19.96,19.96
413,19.96,19.96,19.96
414,19.96,19.96,19.96
415,19.96,19.96,19.96
416,19.96,19.96,19.96
417,19.96,19.96,19.96
418,19.96,19.96,19.96
419,19.96,19.96,19.96
420,19.96,19.96,19.96
421,19.96,19.96,19.96
422,19.96,19.96,19.96
423,19.96,19.96,19.96
424,19.96,19.96,19.96
425,19.96,19.96,19.96
426,19.96,19.96,19.96
427,19.96,19.96,19.96
428,19.96,19.96,19.96
429,19.96,19.96,19.96
430,19.96,19.96,19.96
431,19.96,19.96,19.96
432,19.96,19.96,19.96
433,19.96,19.96,19.96
434,19.96,19.96,19.96
435,19.96,19.96,19.96
436,19.96,19.96,19.96
437,19.96,19.96,19.96
438,19.96,19.96,19.96
439,19.96,19.96,19.96
440,19.96,19.96,19.96
441,19.96,19.96,19.96
442,19.96,19.96,19.96
443,19.96,19.96,19.96
444,19.96,19.96,19.96
445,19.96,19.96,19.96
446,19.96,19.96,19.96
447,19.96,19.96,19.96
448,19.96,19.96,19.96
449,19.96,19.96,19.96
450,19.96,19.96,19.96
451,19.96,19.96,19.96
452,19.96,19.96,19.96
453,19.96,19.96,19.96
454,19.96,19.96,19.96
455,19.96,19.96,19.96
456,19.96,19.96,19.96
457,19.96,19.96,19.96
458,19.96,19.96,19.96
459,19.96,19.96,19.96
460,19.96,19.96,19.96
461,19.96,19.96,19.96
462,19.96,19.96,19.96
463,19.96,19.96,19.96
464,19.96,19.96,19.96
465,19.96,19.96,19.96
466,19.96,19.96,19.96
467,19.96,19.96,19.96
468,19.96,19.96,19.96
469,19.96,19.96,19.96
470,19.96,19.96,19.96
471,19.96,19.96,19.96
472,19.96,19.96,19.96
473,19.96,19.96,19.96
474,19.96,19.96,19.96
475,19.96,19.96,19.96
476,19.96,19.96,19.96
477,19.96,19.96,19.96
478,19.96,19.96,19.96
479,19.96,19.96,19.96
480,19.96,19.96,19.96
481,19.96,19.96,19.96
482,19.96,19.96,19.96
483,19.96,19.96,19.96
484,19.96,19.96,19.96
485,19.96,19.96,19.96
486,19.96,19.96,19.96
487,19.96,19.96,19.96
488,19.96,19.96,19.96
489,19.96,19.96,19.96
490,19.96,19.96,19.96
491,19.96,19.96,19.96
492,19.96,19.96,19.96
493,19.96,19.96,19.96
494,19.96,19.96,19.96
495,19.96,19.96,19.96
496,19.96,19.96,19.96
497,19.96,19.96,19.96
498,19.96,19.96,19.96
499,19.96,19.96,19.96
500,19.96,19.96,19.96
501,19.96,19.96,19.96
502,19.96,19.96,19.96
503,19.96,19.96,19.96
504,19.96,19.96,19.96
505,19.96,19.96,19.96
506,19.96,19.96,19.96
507,19.96,19.96,19.96
508,19.96,19.96,19.96
509,19.96,19.96,19.96
510,19.96,19.96,19.96
511,19.96,19.96,19.96
512,19.96,19.96,19.96
513,19.96,19.96,19.96
514,19.96,19.96,19.96
515,19.96,19.96,19.96
516,19.96,19.96,19.96
517,19.96,19.96,19.96
518,19.96,19.96,19.96
519,19.96,19.96,19.96
520,19.96,19.96,19.96
521,19.96,19.96,19.96
522,19.96,19.96,19.96
523,19.96,19.96,19.96
524,19.96,19.96,19.96
525,19.96,19.96,19.96
526,19.96,19.96,19.96
527,19.96,19.96,19.96
528,19.96,19.96,19.96
529,19.96,19.96,19.96
530,19.96,19.96,19.96
531,19.96,19.96,19.96
532,19.96,19.96,19.96
533,19.96,19.96,19.96
534,19.96,19.96,19.96
535,19.96,19.96,19.96
536,19.96,19.96,19.96
537,19.96,19.96,19.96
538,19.96,19.96,19.96
539,19.96,19.96,19.96
540,19.96,19.96,19.96
541,19.96,19.96,19.96
542,19.96,19.96,19.96
543,19.96,19.96,19.96
544,19.96,19.96,19.96
545,19.96,19.96,19.96
546,19.96,19.96,19.96
547,19.96,19.96,19.96
548,19.96,19.96,19.96
549,19.96,19.96,19.96
550,19.96,19.96,19.96
551,19.96,19.96,19.96
552,19.96,19.96,19.96
553,19.96,19.96,19.96
554,19.96,19.96,19.96
555,19.96,19.96,19.96
556,19.96,19.96,19.96
557,19.96,19.96,19.96
558,19.96,19.96,19.96
559,19.96,19.96,19.96
560,19.96,19.96,19.96
561,19.96,19.96,19.96
562,19.96,19.96,19.96
563,19.96,19.96,19.96
564,19.96,19.96,19.96
565,19.96,19.96,19.96
566,19.96,19.96,19.96
567,19.96,19.96,19.96
568,19.96,19.96,19.96
569,19.96,19.96,19.96
570,19.96,19.96,19.96
571,19.96,19.96,19.96
572,19.96,19.96,19.96
573,19.96,19.96,19.96
574,19.96,19.96,19.96
575,19.96,19.96,19.96
576,19.96,19.96,19.96
577,19.96,19.96,19.96
578,19.96,19.96,19.96
579,19.96,19.96,19.96
580,19.96,19.96,19.96
581,19.96,19.96,19.96
582,19.96,19.96,19.96
583,19.96,19.96,19.96
584,19.96,19.96,19.96
585,19.96,19.96,19.96
586,19.96,19.96,19.96
587,19.96,19.96,19.96
588,19.96,19.96,19.96
589,19.96,19.96,19.96
590,19.96,19.96,19.96
591,19.96,19.96,19.96
592,19.96,19.96,19.96
593,19.96,19.96,19.96
594,19.96,19.96,19.96
595,19.96,19.96,19.96
596,19.96,19.96,19.96
597,19.96,19.96,19.96
598,19.96,19.96,19.96
599,19.96,19.96,19.96
600,19.96,19.96,19.96
601,19.96,19.96,19.96
602,19.96,19.96,19.96
603,19.96,19.96,19.96
604,19.96,19.96,19.96
605,19.96,19.96,19.96
606,19.96,19.96,19.96
607,19.96,19.96,19.96
608,19.96,19.96,19.96
609,19.96,19.96,19.96
610,19.96,19.96,19.96
611,19.96,19.96,19.96
612,19.96,19.96,19.96
613,19.96,19.96,19.96
614,19.96,19.96,19.96
615,19.96,19.96,19.96
616,19.96,19.96,19.96
617,19.96,19.96,19.96
618,19.96,19.96,19.96
619,19.96,19.96,19.96
620,19.96,19.96,19.96
621,19.96,19.96,19.96
622,19.96,19.96,19.96
623,19.96,19.96,19.96
624,19.96,19.96,19.96
625,19.96,19.96,19.96
626,19.96,19.96,19.96
627,19.96,19.96,19.96
628,19.96,19.96,19.96
629,19.96,19.96,19.96
630,19.96,19.96,19.96
631,19.96,19.96,19.96
632,19.96,19.96,19.96
633,19.96,19.96,19.96
634,19.96,19.96,19.96
635,19.96,19.96,19.96
636,19.96,19.96,19.96
637,19.96,19.96,19.96
638,19.96,19.96,19.96
639,19.96,19.96,19.96
640,19.96,19.96,19.96
641,19.96,19.96,19.96
642,19.96,19.96,19.96
643,19.96,19.96,19.96
644,19.96,19.96,19.96
645,19.96,19.96,19.96
646,19.96,19.96,19.96
647,19.96,19.96,19.96
648,19.96,19.96,19.96
649,19.96,19.96,19.96
650,19.96,19.96,19.96
651,19.96,19.96,19.96
652,19.96,19.96,19.96
653,19.96,19.96,19.96
654,19.96,19.96,19.96
655,19.96,19.96,19.96
656,19.96,19.96,19.96
657,19.96,19.96,19.96
658,19.96,19.96,19.96
659,19.96,19.96,19.96
660,19.96,19.96,19.96
661,19.96,19.96,19.96
662,19.96,19.96,19.96
663,19.96,19.96,19.96
664,19.96,19.96,19.96
665,19.96,19.96,19.96
666,19.96,19.96,19.96
667,19.96,19.96,19.96
668,19.96,19.96,19.96
669,19.96,19.96,19.96
670,19.96,19.96,19.96
671,19.96,19.96,19.96
672,19.96,19.96,19.96
673,19.96,19.96,19.96
674,19.96,19.96,19.96
675,19.96,19.96,19.96
676,19.96,19.96,19.96
677,19.96,19.96,19.96
678,19.96,19.96,19.96
679,19.96,19.96,19.96
680,19.96,19.96,19.96
681,19.96,19.96,19.96
682,19.96,19.96,19.96
683,19.96,19.96,19.96
684,19.96,19.96,19.96
685,19.96,19.96,19.96
686,19.96,19.96,19.96
687,19.96,19.96,19.96
688,19.96,19.96,19.96
689,19.96,19.96,19.96
690,19.96,19.96,19.96
691,19.96,19.96,19.96
692,19.96,19.96,19.96
693,19.96,19.96,19.96
694,19.96,19.96,19.96
695,19.96,19.96,19.96
696,19.96,19.96,19.96
697,19.96,19.96,19.96
698,19.96,19.96,19.96
699,19.96,19.96,19.96
700,19.96,19.96,19.96
701,19.96,19.96,19.96
702,19.96,19.96,19.96
703,19.96,19.96,19.96
704,19.96,19.96,19.96
705,19.96,19.96,19.96
706,19.96,19.96,19.96
707,19.96,19.96,19.96
708,19.96,19.96,19.96
709,19.96,19.96,19.96
710,19.96,19.96,19.96
711,19.96,19.96,19.96
712,19.96,19.96,19.96
713,19.96,19.96,19.96
714,19.96,19.96,19.96
715,19.96,19.96,19.96
716,19.96,19.96,19.96
717,19.96,19.96,19.96
718,19.96,19.96,19.96
719,19.96,19.96,19.96
720,19.96,19.96,19.96
721,19.96,19.96,19.96
722,19.96,19.96,19.96
723,19.96,19.96,19.96
724,19.96,19.96,19.96
725,19.96,19.96,19.96
726,19.96,19.96,19.96
727,19.96,19.96,19.96
728,19.96,19.96,19.96
729,19.96,19.96,19.96
730,19.96,19.96,19.96
731,19.96,19.96,19.96
732,19.96,19.96,19.96
733,19.96,19.96,19.96
734,19.96,19.96,19.96
735,19.96,19.96,19.96
736,19.96,19.96,19.96
737,19.96,19.96,19.96
738,19.96,19.96,19.96
739,19.96,19.96,19.96
740,19.96,19.96,19.96
741,19.96,19.96,19.96
742,19.96,19.96,19.96
743,19.96,19.96,19.96
744,19.96,19.96,19.96
745,19.96,19.96,19.96
746,19.96,19.96,19.96
747,19.96,19.96,19.96
748,19.96,19.96,19.96
749,19.96,19.96,19.96
750,19.96,19.96,19.96
751,19.96,19.96,19.96
752,19.96,19.96,19.96
753,19.96,19.96,19.96
754,19.96,19.96,19.96
755,19.96,19.96,19.96
756,19.96,19.96,19.96
757,19.96,19.96,19.96
758,19.96,19.96,19.96
759,19.96,19.96,19.96
760,19.96,19.96,19.96
761,19.96,19.96,19.96
762,19.96,19.96,19.96
763,19.96,19.96,19.96
764,19.96,19.96,19.96
765,19.96,19.96,19.96
766,19.96,19.96,19.96
767,19.96,19.96,19.96
768,19.96,19.96,19.96
769,19.96,19.96,19.96
770,19.96,19.96,19.96
771,19.96,19.96,19.96
772,19.96,19.96,19.96
773,19.96,19.96,19.96
774,19.96,19.96,19.96
775,19.96,19.96,19.96
776,19.96,19.96,19.96
777,19.96,19.96,19.96
778,19.96,19.96,19.96
779,19.96,19.96,19.96
780,19.96,19.96,19.96
781,19.96,19.96,19.96
782,19.96,19.96,19.96
783,19.96,19.96,19.96
784,19.96,19.96,19.96
785,19.96,19.96,19.96
786,19.96,19.96,19.96
787,19.96,19.96,19.96
788,19.96,19.96,19.96
789,19.96,19.96,19.96
790,19.96,19.96,19.96
791,19.96,19.96,19.96
792,19.96,19.96,19.96
793,19.96,19.96,19.96
794,19.96,19.96,19.96
795,19.96,19.96,19.96
796,19.96,19.96,19.96
797,19.96,19.96,19.96
798,19.96,19.96,19.96
799,19.96,19.96,19.96
800,19.96,19.96,19.96
801,19.96,19.96,19.96
802,19.96,19.96,19.96
803,19.96,19.96,19.96
804,19.96,19.96,19.96
805,19.96,19.96,19.96
806,19.96,19.96,19.96
807,19.96,19.96,19.96
808,19.96,19.96,19.96
809,19.96,19.96,19.96
810,19.96,19.96,19.96
811,19.96,19.96,19.96
812,19.96,19.96,19.96
813,19.96,19.96,19.96
814,19.96,19.96,19.96
815,19.96,19.96,19.96
816,19.96,19.96,19.96
817,19.96,19.96,19.96
818,19.96,19.96,19.96
819,19.96,19.96,19.96
820,19.96,19.96,19.96
821,19.96,19.96,19.96
822,19.96,19.96,19.96
823,19.96,19.96,19.96
824,19.96,19.96,19.96
825,19.96,19.96,19.96
826,19.96,19.96,19.96
827,19.96,19.96,19.96
828,19.96,19.96,19.96
829,19.96,19.96,19.96
830,19.96,19.96,19.96
831,19.96,19.96,19.96
832,19.96,19.96,19.96
833,19.96,19.96,19.96
834,19.96,19.96,19.96
835,19.96,19.96,19.96
836,19.96,19.96,19.96
837,19.96,19.96,19.96
838,19.96,19.96,19.96
839,19.96,19.96,19.96
840,19.96,19.96,19.96
841,19.96,19.96,19.96
842,19.96,19.96,19.96
843,19.96,19.96,19.96
844,19.96,19.96,19.96
845,19.96,19.96,19.96
846,19.96,19.96,19.96
847,19.96,19.96,19.96
848,19.96,19.96,19.96
849,19.96,19.96,19.96
850,19.96,19.96,19.96
851,19.96,19.96,19.96
852,19.96,19.96,19.96
853,19.96,19.96,19.96
854,19.96,19.96,19.96
855,19.96,19.96,19.96
856,19.96,19.96,19.96
857,19.96,19.96,19.96
858,19.96,19.96,19.96
859,19.96,19.96,19.96
860,19.96,19.96,19.96
861,19.96,19.96,19.96
862,19.96,19.96,19.96
863,19.96,19.96,19.96
864,19.96,19.96,19.96
865,19.96,19.96,19.96
866,19.96,19.96,19.96
867,19.96,19.96,19.96
868,19.96,19.96,19.96
869,19.96,19.96,19.96
870,19.96,19.96,19.96
871,19.96,19.96,19.96
872,19.96,19.96,19.96
873,19.96,19.96,19.96
874,19.96,19.96,19.96
875,19.96,19.96,19.96
876,19.96,19.96,19.96
877,19.96,19.96,19.96
878,19.96,19.96,19.96
879,19.96,19.96,19.96
880,19.96,19.96,19.96
881,19.96,19.96,19.96
882,19.96,19.96,19.96
883,19.96,19.96,19.96
884,19.96,19.96,19.96
885,19.96,19.96,19.96
886,19.96,19.96,19.96
887,19.96,19.96,19.96
888,19.96,19.96,19.96
889,19.96,19.96,19.96
890,19.96,19.96,19.96
891,19.96,19.96,19.96
892,19.96,19.96,19.96
893,19.96,19.96,19.96
894,19.96,19.96,19.96
895,19.96,19.96,19.96
896,19.96,19.96,19.96
897,19.96,19.96,19.96
898,19.96,19.96,19.96
899,19.96,19.96,19.96
900,19.96,19.96,19.96
901,19.96,19.96,19.96
902,19.96,19.96,19.96
903,19.96,19.96,19.96
904,19.96,19.96,19.96
905,19.96,19.96,19.96
906,19.96,19.96,19.96
907,19.96,19.96,19.96
908,19.96,19.96,19.96
909,19.96,19.96,19.96
910,19.96,19.96,19.96
911,19.96,19.96,19.96
912,19.96,19.96,19.96
913,19.96,19.96,19.96
914,19.96,19.96,19.96
915,19.96,19.96,19.96
916,19.96,19.96,19.96
917,19.96,19.96,19.96
918,19.96,19.96,19.96
919,19.96,19.96,19.96
920,19.96,19.96,19.96
921,19.96,19.96,19.96
922,19.96,19.96,19.96
923,19.96,19.96,19.96
924,19.96,19.96,19.96
925,19.96,19.96,19.96
926,19.96,19.96,19.96
927,19.96,19.96,19.96
928,19.96,19.96,19.96
929,19.96,19.96,19.96
930,19.96,19.96,19.96
931,19.96,19.96,19.96
932,19.96,19.96,19.96
933,19.96,19.96,19.96
934,19.96,19.96,19.96
935,19.96,19.96,19.96
936,19.96,19.96,19.96
937,19.96,19.96,19.96
938,19.96,19.96,19.96
939,19.96,19.96,19.96
940,19.96,19.96,19.96
941,19.96,19.96,19.96
942,19.96,19.96,19.96
943,19.96,19.96,19.96
944,19.96,19.96,19.96
945,19.96,19.96,19.96
946,19.96,19.96,19.96
947,19.96,19.96,19.96
948,19.96,19.96,19.96
949,19.96,19.96,19.96
950,19.96,19.96,19.96
951,19.96,19.96,19.96
952,19.96,19.96,19.96
953,19.96,19.96,19.96
954,19.96,19.96,19.96
955,19.96,19.96,19.96
956,19.96,19.96,19.96
957,19.96,19.96,19.96
958,19.96,19.96,19.96
959,19.96,19.96,19.96
960,19.96,19.96,19.96
961,19.96,19.96,19.96
962,19.96,19.96,19.96
963,19.96,19.96,19.96
964,19.96,19.96,19.96
965,19.96,19.96,19.96
966,19.96,19.96,19.96
967,19.96,19.96,19.96
968,19.96,19.96,19.96
969,19.96,19.96,19.96
970,19.96,19.96,19.96
971,19.96,19.96,19.96
972,19.96,19.96,19.96
973,19.96,19.96,19.96
974,19.96,19.96,19.96
975,19.96,19.96,19.96
976,19.96,19.96,19.96
977,19.96,19.96,19.96
978,19.96,19.96,19.96
979,19.96,19.96,19.96
980,19.96,19.96,19.96
981,19.96,19.96,19.96
982,19.96,19.96,19.96
983,19.96,19.96,19.96
984,19.96,19.96,19.96
985,19.96,19.96,19.96
986,19.96,19.96,19.96
987,19.96,19.96,19.96
988,19.96,19.96,19.96
989,19.96,19.96,19.96
990,19.96,19.96,19.96
991,19.96,19.96,19.96
992,19.96,19.96,19.96
993,19.96,19.96,19.96
